Outil	Cluster	Gènes	État AA
glimmer	Cluster 1002	AL590450:241013-241822; AL590450.2:241013-241822(+)	OK
glimmer	Cluster 1003	AL391737:c(117915-118721); AL391737.2:117915-118829(-)	Différent (Différence au début: 118721 vs 118829)
glimmer	Cluster 1004	AL590443:4169-4975; AL590443.1:4169-4975(+)	OK
glimmer	Cluster 1005	AL590444:c(110385-111191); AL590444.1:110385-111191(-)	OK
glimmer	Cluster 1006	AL590448:101168-101974; AL590448.1:101168-101974(+)	OK
glimmer	Cluster 1007	AL590451:127260-128066; AL590451.2:127260-128066(+)	OK
glimmer	Cluster 1008	AL590451:c(248882-249688); AL590447.1:4358-5044(+); AL590451.2:248882-249568(-)	Différent (Différence au début: 248882 vs 4358, Différence à la fin: 249688 vs 5044) (Différence au début: 248882 vs 4358, Différence à la fin: 249688 vs 5044, Différence au début: 5044 vs 249568)
glimmer	Cluster 1009	AL590449:c(255481-256287); AL590449.1:255481-256287(-)	OK
glimmer	Cluster 1010	AL590450:14793-15599; AL590445.1:202228-203034(-); AL590450.2:14793-15599(+)	OK
glimmer	Cluster 1011	AL391737:c(87849-88652); AL391737.2:87849-88652(-)	OK
glimmer	Cluster 1012	AL590443:13595-14398; AL590443.1:13595-14398(+)	OK
glimmer	Cluster 1013	AL590444:c(58516-59319); AL590444.1:58516-59319(-)	OK
glimmer	Cluster 1014	AL590444:171698-172501; AL590444.1:171761-172501(+)	Différent (Différence au début: 171698 vs 171761)
glimmer	Cluster 1015	AL590444:c(201927-202730); AL590444.1:201927-202778(-)	Différent (Différence au début: 202730 vs 202778)
glimmer	Cluster 1016	AL590445:135284-136087; AL590445.1:135284-136087(+)	OK
glimmer	Cluster 1017	AL590446:7308-8111; AL590446.1:7308-8111(+)	OK
glimmer	Cluster 1018	AL590446:75994-76797; AL590446.1:75994-76797(+)	OK
glimmer	Cluster 1019	AL590446:c(134226-135029); AL590446.1:134226-134975(-)	Différent (Différence au début: 135029 vs 134975)
glimmer	Cluster 1020	AL590447:176885-177688; AL590447.1:176885-177688(+)	OK
glimmer	Cluster 1021	AL590451:c(103269-104072); AL590451.2:103269-104072(-)	OK
glimmer	Cluster 1022	AL590443:15995-16795; AL590443.1:15995-16795(+)	OK
glimmer	Cluster 1023	AL590443:163630-164430; AL590443.1:163630-164430(+)	OK
glimmer	Cluster 1024	AL590446:168795-169595; AL590446.1:168795-169595(+)	OK
glimmer	Cluster 1025	AL590447:c(104034-104834); AL590447.1:104034-104834(-)	OK
glimmer	Cluster 1026	AL590451:31658-32458; AL590451.2:31658-32458(+)	OK
glimmer	Cluster 1027	AL590449:100964-101764; AL590449.1:100964-101764(+)	OK
glimmer	Cluster 1028	AL590450:7191-7991; AL590445.1:209836-210636(-); AL590450.2:7191-7991(+)	OK
glimmer	Cluster 1029	AL590450:17200-18000; AL590445.1:199827-200627(-); AL590450.2:17200-18000(+)	OK
glimmer	Cluster 1030	AL391737:101619-102416; AL391737.2:101565-102416(+)	Différent (Différence au début: 101619 vs 101565)
glimmer	Cluster 1031	AL590448:32854-33651; AL590448.1:32854-33651(+)	OK
glimmer	Cluster 1032	AL590448:160072-160869; AL590448.1:160072-160869(+)	OK
glimmer	Cluster 1033	AL590450:c(202663-203457); AL590450.2:202663-203457(-)	OK
glimmer	Cluster 1034	AL590448:c(225545-226336); AL590448.1:225545-226336(-)	OK
glimmer	Cluster 1035	AL590449:c(235303-236094); AL590449.1:235303-236094(-)	OK
glimmer	Cluster 1036	AL590450:c(46691-47482); AL590450.2:46691-47482(-)	OK
glimmer	Cluster 1037	AL590448:99620-100408; AL590448.1:99620-100408(+)	OK
glimmer	Cluster 1038	AL590451:c(74524-75312); AL590451.2:74524-75243(-)	Différent (Différence au début: 75312 vs 75243)
glimmer	Cluster 1039	AL590451:243550-244338; AL590451.2:243550-244338(+)	OK
glimmer	Cluster 1040	AL590442:112876-113661; AL590442.1:112876-113661(+)	OK
glimmer	Cluster 1041	AL590443:c(191558-192343); AL590443.1:191558-192343(-)	OK
glimmer	Cluster 1042	AL590444:89653-90438; AL590444.1:89716-90438(+)	Différent (Différence au début: 89653 vs 89716)
glimmer	Cluster 1043	AL590444:c(215626-216411); AL590442.1:1712-2497(+); AL590444.1:215626-216411(-)	OK
glimmer	Cluster 1044	AL590446:13227-14012; AL590446.1:13227-14012(+)	OK
glimmer	Cluster 1045	AL590448:221831-222616; AL590448.1:221831-222616(+)	OK
glimmer	Cluster 1046	AL590443:c(45060-45842); AL590443.1:45060-45842(-)	OK
glimmer	Cluster 1047	AL590451:c(3331-4113); AL590451.2:3331-4113(-)	OK
glimmer	Cluster 1048	AL590451:47263-48045; AL590451.2:47263-48045(+)	OK
glimmer	Cluster 1049	AL590451:120095-120877; AL590451.2:120095-120877(+)	OK
glimmer	Cluster 1050	AL590449:3203-3985; AL590447.1:222592-223374(-); AL590449.1:3203-3985(+)	OK
glimmer	Cluster 1051	AL590449:21745-22527; AL590449.1:21763-22527(+)	Différent (Différence au début: 21745 vs 21763)
glimmer	Cluster 1052	AL590446:c(140438-141217); AL590446.1:140438-141217(-)	OK
glimmer	Cluster 1053	AL590449:56596-57375; AL590449.1:56596-57375(+)	OK
glimmer	Cluster 1054	AL590442:12652-13428; AL590442.1:12652-13428(+)	OK
glimmer	Cluster 1055	AL590443:c(124483-125259); AL590443.1:124483-125259(-)	OK
glimmer	Cluster 1056	AL590444:52559-53335; AL590444.1:52559-53335(+)	OK
glimmer	Cluster 1057	AL590446:c(166615-167391); AL590446.1:166615-167391(-)	OK
glimmer	Cluster 1058	AL590447:6377-7153; AL590447.1:6377-7153(+)	OK
glimmer	Cluster 1059	AL590447:c(9391-10167); AL590447.1:9391-10167(-)	OK
glimmer	Cluster 1060	AL590450:106879-107655; AL590450.2:106879-107655(+)	OK
glimmer	Cluster 1061	AL590444:23914-24687; AL590444.1:23914-24687(+)	OK
glimmer	Cluster 1062	AL590447:153285-154058; AL590447.1:153285-154058(+)	OK
glimmer	Cluster 1063	AL590451:5177-5950; AL590451.2:5177-5950(+)	OK
glimmer	Cluster 1064	AL590444:c(172531-173301); AL590444.1:172531-173301(-)	OK
glimmer	Cluster 1065	AL590445:c(37642-38412); AL590445.1:37642-38412(-)	OK
glimmer	Cluster 1066	AL590445:c(108708-109478); AL590445.1:108708-109478(-)	OK
glimmer	Cluster 1067	AL590447:join(204733..204950,204977..205529); AL590447.1:205281-205529(+)	Différent ()
glimmer	Cluster 1068	AL590451:c(56014-56784); AL590451.2:56014-56784(-)	OK
glimmer	Cluster 1069	AL590449:108367-109137; AL590449.1:108367-109137(+)	OK
glimmer	Cluster 1070	AL590450:c(167913-168683); AL590450.2:167913-168683(-)	OK
glimmer	Cluster 1071	AL590449:c(148877-149644); AL590449.1:148877-149644(-)	OK
glimmer	Cluster 1072	AL391737:c(193326-194090); AL391737.2:15893-16657(+); AL391737.2:193326-194090(-); AL590442.1:193275-194039(-); AL590444.1:12328-13092(+); AL590448.1:232241-233005(-)	OK
glimmer	Cluster 1073	AL590451:160262-161026; AL590451.2:160262-161026(+)	OK
glimmer	Cluster 1074	AL590450:73115-73879; AL590450.2:73115-73879(+)	OK
glimmer	Cluster 1075	AL590447:159488-160249; AL590447.1:159488-160249(+)	OK
glimmer	Cluster 1076	AL590444:c(56511-57269); AL590444.1:56511-57269(-)	OK
glimmer	Cluster 1077	AL590444:170078-170836; AL590444.1:170078-170836(+)	OK
glimmer	Cluster 1078	AL590446:77443-78201; AL590446.1:77758-78201(+)	Différent (Différence au début: 77443 vs 77758)
glimmer	Cluster 1079	AL590447:c(71597-72355); AL590447.1:71597-72271(-)	Différent (Différence au début: 72355 vs 72271)
glimmer	Cluster 1080	AL590448:c(184646-185404); AL590448.1:184646-185404(-)	OK
glimmer	Cluster 1081	AL590451:c(67637-68395); AL590451.2:67637-68395(-)	OK
glimmer	Cluster 1082	AL590445:86416-87171; AL590445.1:86455-87171(+)	Différent (Différence au début: 86416 vs 86455)
glimmer	Cluster 1083	AL590445:c(121179-121934); AL590445.1:121179-121934(-)	OK
glimmer	Cluster 1084	AL590445:126995-127750; AL590445.1:126884-127750(+)	Différent (Différence au début: 126995 vs 126884)
glimmer	Cluster 1085	AL590447:c(39153-39908); AL590447.1:39153-39908(-)	OK
glimmer	Cluster 1086	AL590447:c(131184-131939); AL590447.1:131184-131939(-)	OK
glimmer	Cluster 1087	AL590448:92367-93122; AL590448.1:92367-93122(+)	OK
glimmer	Cluster 1088	AL590448:c(195912-196667); AL590448.1:195912-196697(-)	Différent (Différence au début: 196667 vs 196697)
glimmer	Cluster 1089	AL590450:182293-183048; AL590450.2:182293-183048(+)	OK
glimmer	Cluster 1090	AL590446:169936-170688; AL590446.1:170077-170688(+)	Différent (Différence au début: 169936 vs 170077)
glimmer	Cluster 1091	AL590447:94752-95504; AL590447.1:94752-95504(+)	OK
glimmer	Cluster 1092	AL590451:122630-123382; AL590451.2:122630-123382(+)	OK
glimmer	Cluster 1093	AL590450:78394-79146; AL590450.2:78394-79146(+)	OK
glimmer	Cluster 1094	AL590442:c(69634-70383); AL590442.1:69634-70383(-)	OK
glimmer	Cluster 1095	AL590445:94625-95374; AL590445.1:94625-95374(+)	OK
glimmer	Cluster 1096	AL590450:c(155525-156274); AL590450.2:155525-156274(-)	OK
glimmer	Cluster 1097	AL590448:c(157395-158141); AL590448.1:157395-158141(-)	OK
glimmer	Cluster 1098	AL590450:3585-4331; AL590446.1:3683-4429(+); AL590446.1:215866-216612(-); AL590450.2:3585-4331(+)	OK
glimmer	Cluster 1099	AL590444:c(66219-66962); AL590444.1:66219-66962(-)	OK
glimmer	Cluster 1100	AL590444:195437-196180; AL590444.1:195425-196180(+)	Différent (Différence au début: 195437 vs 195425)
glimmer	Cluster 1101	AL590445:24236-24979; AL590445.1:24233-24979(+)	Différent (Différence au début: 24236 vs 24233)
glimmer	Cluster 1102	AL590445:c(50774-51517); AL590445.1:50774-51517(-)	OK
glimmer	Cluster 1103	AL590445:c(126142-126885); AL590445.1:126142-126885(-)	OK
glimmer	Cluster 1104	AL590446:94044-94787; AL590446.1:94044-94787(+)	OK
glimmer	Cluster 1105	AL590448:c(197364-198107); AL590448.1:197364-198011(-)	Différent (Différence au début: 198107 vs 198011)
glimmer	Cluster 1106	AL590450:c(47538-48281); AL590450.2:47538-48302(-)	Différent (Différence au début: 48281 vs 48302)
glimmer	Cluster 1107	AL590442:30655-31395; AL590442.1:30655-31395(+)	OK
glimmer	Cluster 1108	AL590444:c(75000-75740); AL590444.1:75000-75740(-)	OK
glimmer	Cluster 1109	AL590446:c(75084-75824); AL590446.1:75084-75824(-)	OK
glimmer	Cluster 1110	AL590444:35736-36473; AL590444.1:35736-36473(+)	OK
glimmer	Cluster 1111	AL590451:c(246812-247549); AL590451.2:246812-247549(-)	OK
glimmer	Cluster 1112	AL590449:c(113883-114620); AL590449.1:113883-114620(-)	OK
glimmer	Cluster 1113	AL391737:c(38038-38772); AL391737.2:38038-38781(-)	Différent (Différence au début: 38772 vs 38781)
glimmer	Cluster 1114	AL590443:22974-23708; AL590443.1:22974-23708(+)	OK
glimmer	Cluster 1115	AL590444:48914-49648; AL590444.1:48914-49648(+)	OK
glimmer	Cluster 1116	AL590445:105122-105856; AL590445.1:105122-105856(+)	OK
glimmer	Cluster 1117	AL590447:c(171270-172004); AL590447.1:171270-172004(-)	OK
glimmer	Cluster 1118	AL590448:154612-155346; AL590448.1:154612-155346(+)	OK
glimmer	Cluster 1119	AL590451:c(158847-159581); AL590451.2:158847-159581(-)	OK
glimmer	Cluster 1120	AL590444:170906-171637; AL590444.1:171008-171637(+)	Différent (Différence au début: 170906 vs 171008)
glimmer	Cluster 1121	AL590445:c(136170-136901); AL590445.1:136170-136811(-)	Différent (Différence au début: 136901 vs 136811)
glimmer	Cluster 1122	AL590448:219762-220493; AL590448.1:219744-220493(+)	Différent (Différence au début: 219762 vs 219744)
glimmer	Cluster 1123	AL590450:194605-195336; AL590450.2:194605-195336(+)	OK
glimmer	Cluster 1124	AL590447:14262-14990; AL590447.1:14262-14990(+)	OK
glimmer	Cluster 1125	AL590447:c(192936-193664); AL590447.1:192936-193664(-)	OK
glimmer	Cluster 1126	AL590447:c(203866-204594); AL590447.1:203866-204594(-)	OK
glimmer	Cluster 1127	AL590448:c(194992-195720); AL590448.1:194992-195720(-)	OK
glimmer	Cluster 1128	AL590451:46485-47213; AL590451.2:46485-47213(+)	OK
glimmer	Cluster 1129	AL590450:c(29038-29766); AL590450.2:29038-29616(-)	Différent (Différence au début: 29766 vs 29616)
glimmer	Cluster 1130	AL391737:c(66077-66802); AL391737.2:66077-66841(-)	Différent (Différence au début: 66802 vs 66841)
glimmer	Cluster 1131	AL590444:c(101868-102593); AL590444.1:101868-102614(-)	Différent (Différence au début: 102593 vs 102614)
glimmer	Cluster 1132	AL590444:c(160292-161017); AL590444.1:160292-160906(-)	Différent (Différence au début: 161017 vs 160906)
glimmer	Cluster 1133	AL391737:c(118826-119548); AL391737.2:118826-119548(-)	OK
glimmer	Cluster 1134	AL590442:c(45333-46055); AL590442.1:45333-46055(-)	OK
glimmer	Cluster 1135	AL590445:c(70882-71604); AL590445.1:70882-71604(-)	OK
glimmer	Cluster 1136	AL590445:c(112526-113248); AL590445.1:112526-113248(-)	OK
glimmer	Cluster 1137	AL590446:c(80333-81055); AL590446.1:80333-80926(-)	Différent (Différence au début: 81055 vs 80926)
glimmer	Cluster 1138	AL590448:c(185513-186235); AL590448.1:185513-186295(-)	Différent (Différence au début: 186235 vs 186295)
glimmer	Cluster 1139	AL391737:c(44444-45163); AL391737.2:44444-45163(-)	OK
glimmer	Cluster 1140	AL590443:c(85345-86064); AL590443.1:85345-86064(-)	OK
glimmer	Cluster 1141	AL590443:c(114909-115628); AL590443.1:114909-115628(-)	OK
glimmer	Cluster 1142	AL590445:join(36827..36829,36866..37582); AL590445.1:37013-37582(+)	Différent ()
glimmer	Cluster 1143	AL590447:33045-33764; AL590447.1:33045-33764(+)	OK
glimmer	Cluster 1144	AL590447:c(128588-129307); AL590447.1:128588-129307(-)	OK
glimmer	Cluster 1145	AL590448:c(87356-88075); AL590448.1:87356-88075(-)	OK
glimmer	Cluster 1146	AL590448:c(111066-111785); AL590448.1:111066-111785(-)	OK
glimmer	Cluster 1147	AL590450:12110-12829; AL590445.1:204998-205717(-); AL590450.2:12110-12829(+)	OK
glimmer	Cluster 1148	AL590446:c(200657-201373); AL590446.1:200657-201355(-)	Différent (Différence au début: 201373 vs 201355)
glimmer	Cluster 1149	AL590448:c(102009-102725); AL590448.1:102009-102725(-)	OK
glimmer	Cluster 1150	AL590448:136786-137502; AL590448.1:136786-137502(+)	OK
glimmer	Cluster 1151	AL590451:c(87064-87777); AL590451.2:87064-87777(-)	OK
glimmer	Cluster 1152	AL590451:c(114040-114753); AL590451.2:114040-114753(-)	OK
glimmer	Cluster 1153	AL391737:58024-58734; AL391737.2:58018-58734(+)	Différent (Différence au début: 58024 vs 58018)
glimmer	Cluster 1154	AL391737:64152-64862; AL391737.2:64152-64862(+)	OK
glimmer	Cluster 1155	AL590446:40902-41612; AL590446.1:40902-41612(+)	OK
glimmer	Cluster 1156	AL590447:3565-4275; AL590447.1:3565-4275(+); AL590451.2:249651-250361(-)	OK
glimmer	Cluster 1157	AL590449:22549-23259; AL590449.1:22549-23259(+)	OK
glimmer	Cluster 1158	AL590449:67615-68325; AL590449.1:67579-68325(+)	Différent (Différence au début: 67615 vs 67579)
glimmer	Cluster 1159	AL590446:c(54474-55181); AL590446.1:54474-55181(-)	OK
glimmer	Cluster 1160	AL590447:c(86132-86839); AL590447.1:86132-86839(-)	OK
glimmer	Cluster 1161	AL590450:156308-157015; AL590450.2:156308-157015(+)	OK
glimmer	Cluster 1162	AL590450:c(232223-232930); AL590450.2:232223-232906(-)	Différent (Différence au début: 232930 vs 232906)
glimmer	Cluster 1163	AL590444:c(80553-81257); AL590444.1:80553-81194(-)	Différent (Différence au début: 81257 vs 81194)
glimmer	Cluster 1164	AL590447:c(49358-50062); AL590447.1:49358-50062(-)	OK
glimmer	Cluster 1165	AL590448:c(186358-187062); AL590448.1:186358-187119(-)	Différent (Différence au début: 187062 vs 187119)
glimmer	Cluster 1166	AL590449:c(66868-67572); AL590449.1:66868-67572(-)	OK
glimmer	Cluster 1167	AL590449:c(203466-204170); AL590449.1:203466-204164(-)	Différent (Différence au début: 204170 vs 204164)
glimmer	Cluster 1168	AL590445:c(161225-161926); AL590445.1:161225-161776(-)	Différent (Différence au début: 161926 vs 161776)
glimmer	Cluster 1169	AL590448:173859-174560; AL590448.1:173859-174560(+)	OK
glimmer	Cluster 1170	AL590451:c(136702-137403); AL590451.2:136702-137403(-)	OK
glimmer	Cluster 1171	AL590449:c(113120-113821); AL590449.1:113120-113821(-)	OK
glimmer	Cluster 1172	AL590445:c(175357-176055); AL590445.1:175357-175923(-)	Différent (Différence au début: 176055 vs 175923)
glimmer	Cluster 1173	AL590445:181334-182032; AL590445.1:181334-182032(+)	OK
glimmer	Cluster 1174	AL590448:c(156477-157175); AL590448.1:156477-157175(-)	OK
glimmer	Cluster 1175	AL590451:218618-219316; AL590451.2:218618-219316(+)	OK
glimmer	Cluster 1176	AL391737:c(4391-5086); AL391737.2:4391-5086(-); AL391737.2:204897-205592(+)	OK
glimmer	Cluster 1177	AL590445:c(159239-159934); AL590445.1:159239-159934(-)	OK
glimmer	Cluster 1178	AL590448:c(59222-59917); AL590448.1:59222-59917(-)	OK
glimmer	Cluster 1179	AL590448:c(119301-119996); AL590448.1:119301-119996(-)	OK
glimmer	Cluster 1180	AL590443:105054-105746; AL590443.1:105054-105746(+)	OK
glimmer	Cluster 1181	AL590444:139041-139733; AL590444.1:139041-139733(+)	OK
glimmer	Cluster 1182	AL590445:c(70074-70766); AL590445.1:70074-70766(-)	OK
glimmer	Cluster 1183	AL590446:201800-202492; AL590446.1:201920-202492(+)	Différent (Différence au début: 201800 vs 201920)
glimmer	Cluster 1184	AL590450:c(209170-209862); AL590450.2:209170-209862(-)	OK
glimmer	Cluster 1185	AL590442:28426-29115; AL590442.1:28426-29115(+)	OK
glimmer	Cluster 1186	AL590443:c(128017-128706); AL590443.1:128017-128706(-)	OK
glimmer	Cluster 1187	AL590444:c(19633-20322); AL590444.1:19633-20322(-)	OK
glimmer	Cluster 1188	AL590446:152966-153655; AL590446.1:152966-153655(+)	OK
glimmer	Cluster 1189	AL590448:c(200458-201147); AL590448.1:200458-201147(-)	OK
glimmer	Cluster 1190	AL590442:c(93335-94021); AL590442.1:93335-94021(-)	OK
glimmer	Cluster 1191	AL590443:49505-50191; AL590443.1:49526-50191(+)	Différent (Différence au début: 49505 vs 49526)
glimmer	Cluster 1192	AL590445:c(187581-188267); AL590445.1:187581-188267(-)	OK
glimmer	Cluster 1193	AL590450:c(57879-58565); AL590450.2:57879-58565(-)	OK
glimmer	Cluster 1194	AL590442:113724-114407; AL590442.1:113724-114407(+)	OK
glimmer	Cluster 1195	AL590443:c(94887-95570); AL590443.1:94887-95570(-)	OK
glimmer	Cluster 1196	AL590443:c(128829-129512); AL590443.1:128829-129512(-)	OK
glimmer	Cluster 1197	AL590443:139826-140509; AL590443.1:139826-140509(+)	OK
glimmer	Cluster 1198	AL590444:c(128111-128794); AL590444.1:128111-128794(-)	OK
glimmer	Cluster 1199	AL590446:193272-193955; AL590446.1:193272-193955(+)	OK
glimmer	Cluster 1200	AL590447:c(172193-172876); AL590447.1:172193-172876(-)	OK
glimmer	Cluster 1201	AL590451:c(92230-92913); AL590451.2:92230-92913(-)	OK
glimmer	Cluster 1202	AL590449:159938-160621; AL590449.1:159938-160621(+)	OK
glimmer	Cluster 1203	AL590450:c(27993-28676); AL590450.2:27993-28676(-)	OK
glimmer	Cluster 1204	AL590444:c(164204-164884); AL590444.1:164204-164884(-)	OK
glimmer	Cluster 1205	AL590445:c(40579-41259); AL590445.1:40579-41286(-)	Différent (Différence au début: 41259 vs 41286)
glimmer	Cluster 1206	AL590446:c(48229-48909); AL590446.1:48229-48909(-)	OK
glimmer	Cluster 1207	AL590448:c(41789-42469); AL590448.1:41789-42325(-)	Différent (Différence au début: 42469 vs 42325)
glimmer	Cluster 1208	AL590451:c(4255-4935); AL590451.2:4255-4935(-)	OK
glimmer	Cluster 1209	AL590449:c(177194-177874); AL590449.1:177194-177679(-)	Différent (Différence au début: 177874 vs 177679)
glimmer	Cluster 1210	AL590450:c(135892-136572); AL590450.2:135892-136572(-)	OK
glimmer	Cluster 1211	AL590450:c(259016-259696); AL590450.2:259016-259696(-)	OK
glimmer	Cluster 1212	AL590444:c(65443-66120); AL590444.1:65443-66048(-)	Différent (Différence au début: 66120 vs 66048)
glimmer	Cluster 1213	AL590448:c(22668-23345); AL590448.1:22668-23345(-)	OK
glimmer	Cluster 1214	AL590448:28860-29537; AL590448.1:28860-29537(+)	OK
glimmer	Cluster 1215	AL590451:50135-50812; AL590451.2:50135-50812(+)	OK
glimmer	Cluster 1216	AL590445:116785-117459; AL590445.1:116785-117459(+)	OK
glimmer	Cluster 1217	AL590447:c(127865-128539); AL590447.1:127865-128539(-)	OK
glimmer	Cluster 1218	AL590447:152563-153237; AL590447.1:152563-153237(+)	OK
glimmer	Cluster 1219	AL590448:c(177521-178192); AL590448.1:177521-178192(-)	OK
glimmer	Cluster 1220	AL590449:c(183584-184255); AL590449.1:183584-184255(-)	OK
glimmer	Cluster 1221	AL391737:154693-155358; AL391737.2:154693-155358(+)	OK
glimmer	Cluster 1222	AL590444:197938-198603; AL590444.1:197938-198603(+)	OK
glimmer	Cluster 1223	AL590445:c(17704-18369); AL590445.1:17704-18369(-)	OK
glimmer	Cluster 1224	AL590442:857-1519; AL590442.1:857-1519(+); AL590444.1:216604-217266(-)	OK
glimmer	Cluster 1225	AL590442:c(20533-21195); AL590442.1:20533-21195(-)	OK
glimmer	Cluster 1226	AL590442:c(112114-112776); AL590442.1:112114-112776(-)	OK
glimmer	Cluster 1227	AL590443:c(148812-149474); AL590443.1:148812-149474(-)	OK
glimmer	Cluster 1228	AL590445:c(84234-84896); AL590445.1:84234-84896(-)	OK
glimmer	Cluster 1229	AL590447:170385-171047; AL590447.1:170424-171047(+)	Différent (Différence au début: 170385 vs 170424)
glimmer	Cluster 1230	AL590451:c(219410-220072); AL590451.2:219410-220072(-)	OK
glimmer	Cluster 1231	AL590450:c(89754-90416); AL590450.2:89754-90416(-)	OK
glimmer	Cluster 1232	AL590450:206432-207094; AL590450.2:206432-207094(+)	OK
glimmer	Cluster 1233	AL391737:c(94478-95137); AL391737.2:94478-95137(-)	OK
glimmer	Cluster 1234	AL590442:c(19799-20458); AL590442.1:19799-20458(-)	OK
glimmer	Cluster 1235	AL590442:22942-23601; AL590442.1:22942-23601(+)	OK
glimmer	Cluster 1236	AL590444:68782-69441; AL590444.1:68782-69441(+)	OK
glimmer	Cluster 1237	AL590445:62591-63250; AL590445.1:62591-63250(+)	OK
glimmer	Cluster 1238	AL590445:c(87402-88061); AL590445.1:87402-88061(-)	OK
glimmer	Cluster 1239	AL590447:15454-16113; AL590447.1:15454-16113(+)	OK
glimmer	Cluster 1240	AL590448:173125-173784; AL590448.1:173125-173784(+)	OK
glimmer	Cluster 1241	AL590449:136267-136926; AL590449.1:136267-136926(+)	OK
glimmer	Cluster 1242	AL590446:47511-48167; AL590446.1:47511-48167(+)	OK
glimmer	Cluster 1243	AL590446:52932-53588; AL590446.1:52932-53588(+)	OK
glimmer	Cluster 1244	AL590446:c(192459-193115); AL590446.1:192459-193115(-)	OK
glimmer	Cluster 1245	AL590447:c(122837-123493); AL590447.1:122837-123490(-)	Différent (Différence au début: 123493 vs 123490)
glimmer	Cluster 1246	AL590448:137566-138222; AL590448.1:137566-138222(+)	OK
glimmer	Cluster 1247	AL590451:61307-61963; AL590451.2:61307-61963(+)	OK
glimmer	Cluster 1248	AL590449:256522-257178; AL590449.1:256666-257178(+)	Différent (Différence au début: 256522 vs 256666)
glimmer	Cluster 1249	AL391737:c(128783-129436); AL391737.2:128783-129436(-)	OK
glimmer	Cluster 1250	AL590445:join(95401..95406,95438..96085); AL590445.1:95474-96085(+)	Différent ()
glimmer	Cluster 1251	AL590449:38905-39558; AL590449.1:38905-39558(+)	OK
glimmer	Cluster 1252	AL590450:c(226899-227552); AL590450.2:226899-227552(-)	OK
glimmer	Cluster 1253	AL391737:62689-63339; AL391737.2:62689-63339(+)	OK
glimmer	Cluster 1254	AL391737:c(117231-117881); AL391737.2:117231-117704(-)	Différent (Différence au début: 117881 vs 117704)
glimmer	Cluster 1255	AL590443:c(185057-185707); AL590443.1:185057-185569(-)	Différent (Différence au début: 185707 vs 185569)
glimmer	Cluster 1256	AL590444:c(150551-151201); AL590444.1:150551-151168(-)	Différent (Différence au début: 151201 vs 151168)
glimmer	Cluster 1257	AL590448:c(187184-187834); AL590448.1:187184-187846(-)	Différent (Différence au début: 187834 vs 187846)
glimmer	Cluster 1258	AL590451:c(143294-143944); AL590451.2:143294-143944(-)	OK
glimmer	Cluster 1259	AL590448:167895-168542; AL590448.1:167895-168542(+)	OK
glimmer	Cluster 1260	AL590451:c(126385-127032); AL590451.2:126385-127032(-)	OK
glimmer	Cluster 1261	AL590444:c(190762-191406); AL590444.1:190762-191406(-)	OK
glimmer	Cluster 1262	AL590444:198762-199406; AL590444.1:198762-199406(+)	OK
glimmer	Cluster 1263	AL590446:32819-33463; AL590446.1:32819-33463(+)	OK
glimmer	Cluster 1264	AL590447:c(82740-83384); AL590447.1:82740-83384(-)	OK
glimmer	Cluster 1265	AL590448:c(49054-49698); AL590448.1:49054-49698(-)	OK
glimmer	Cluster 1266	AL590448:c(187951-188595); AL590448.1:187951-188490(-)	Différent (Différence au début: 188595 vs 188490)
glimmer	Cluster 1267	AL590451:104843-105487; AL590451.2:104843-105487(+)	OK
glimmer	Cluster 1268	AL590442:c(109668-110309); AL590442.1:109668-110309(-)	OK
glimmer	Cluster 1269	AL590444:c(16684-17325); AL590444.1:16684-17235(-)	Différent (Différence au début: 17325 vs 17235)
glimmer	Cluster 1270	AL590446:c(142301-142942); AL590446.1:142301-142942(-)	OK
glimmer	Cluster 1271	AL590447:c(112300-112941); AL590447.1:112300-112941(-)	OK
glimmer	Cluster 1272	AL391737:89911-90549; AL391737.2:89947-90549(+)	Différent (Différence au début: 89911 vs 89947)
glimmer	Cluster 1273	AL590442:48445-49083; AL590442.1:48445-49083(+)	OK
glimmer	Cluster 1274	AL590443:c(187310-187948); AL590443.1:187310-187948(-)	OK
glimmer	Cluster 1275	AL590446:36771-37409; AL590446.1:36771-37409(+)	OK
glimmer	Cluster 1276	AL590449:c(15827-16465); AL590449.1:15827-16465(-)	OK
glimmer	Cluster 1277	AL590449:c(145260-145898); AL590449.1:145260-145898(-)	OK
glimmer	Cluster 1278	AL590447:c(208618-209253); AL590447.1:208618-209040(-)	Différent (Différence au début: 209253 vs 209040)
glimmer	Cluster 1279	AL590447:223959-224594; AL590447.1:224232-224594(+); AL590449.1:1983-2345(-)	Différent (Différence au début: 223959 vs 224232) (Différence au début: 223959 vs 224232, Différence au début: 224594 vs 2345)
glimmer	Cluster 1280	AL590450:127305-127940; AL590450.2:127305-127940(+)	OK
glimmer	Cluster 1281	AL590448:56838-57470; AL590448.1:56823-57470(+)	Différent (Différence au début: 56838 vs 56823)
glimmer	Cluster 1282	AL590451:169941-170573; AL590451.2:169941-170573(+)	OK
glimmer	Cluster 1283	AL590449:109189-109821; AL590449.1:109189-109821(+)	OK
glimmer	Cluster 1284	AL590445:c(118940-119569); AL590445.1:118940-119569(-)	OK
glimmer	Cluster 1285	AL590451:c(104131-104760); AL590451.2:104131-104760(-)	OK
glimmer	Cluster 1286	AL391737:c(91676-92302); AL391737.2:91676-92302(-)	OK
