Outil	Cluster	Gènes	État AA
glimmer	Cluster 549	ABGB01000030:c(15936-16964); NW_003102078.1:15936-16964(-)	OK
glimmer	Cluster 550	ABGB01000030:17081-18109; NW_003102078.1:17081-18109(+)	OK
glimmer	Cluster 551	ABGB01000018:38070-39095; NW_003102066.1:38070-39095(+)	OK
glimmer	Cluster 552	ABGB01000737:71-1096; NW_003102785.1:71-1096(+)	OK
glimmer	Cluster 553	ABGB01000015:21159-22181; NW_003102063.1:21159-22181(+)	OK
glimmer	Cluster 554	ABGB01000038:10646-11668; NW_003102086.1:10646-11668(+)	OK
glimmer	Cluster 555	ABGB01000092:c(180-1202); NW_003102441.1:638-943(+); NW_003102140.1:180-1202(-)	OK
glimmer	Cluster 556	ABGB01000187:c(363-1385); NW_003102993.1:252-926(-); NW_003102793.1:399-761(+); NW_003102791.1:528-1202(-); NW_003102327.1:1113-1475(-); NW_003102183.1:997-1671(+); NW_003102094.1:7808-8170(-)	Différent (Différence au début: 1385 vs 926) (Différence au début: 1385 vs 926, Différence au début: 926 vs 761) (Différence au début: 1385 vs 926, Différence au début: 926 vs 761, Différence au début: 761 vs 1202) (Différence au début: 1385 vs 926, Différence au début: 926 vs 761, Différence au début: 761 vs 1202, Différence au début: 1202 vs 1475) (Différence au début: 1385 vs 926, Différence au début: 926 vs 761, Différence au début: 761 vs 1202, Différence au début: 1202 vs 1475, Différence au début: 1475 vs 1671) (Différence au début: 1385 vs 926, Différence au début: 926 vs 761, Différence au début: 761 vs 1202, Différence au début: 1202 vs 1475, Différence au début: 1475 vs 1671, Différence au début: 1671 vs 8170)
glimmer	Cluster 557	ABGB01000017:c(32317-33333); NW_003102065.1:32317-33333(-)	OK
glimmer	Cluster 558	ABGB01000024:c(8892-9908); NW_003102072.1:8892-9908(-)	OK
glimmer	Cluster 559	ABGB01000913:173-1189; NW_003102961.1:173-1189(+)	OK
glimmer	Cluster 560	ABGB01000001:c(101875-102888); NW_001849444.1:101209-102222(+)	OK
glimmer	Cluster 561	ABGB01000002:12945-13958; NW_001849446.1:30849-31862(+)	OK
glimmer	Cluster 562	ABGB01000003:c(78418-79431); NW_001849445.1:121844-122857(-)	OK
glimmer	Cluster 563	ABGB01000031:20255-21268; NW_003102079.1:20255-21268(+)	OK
glimmer	Cluster 564	ABGB01000001:c(116102-117112); NW_001849444.1:86985-87995(+)	OK
glimmer	Cluster 565	ABGB01000002:c(63623-64633); NW_001849446.1:81527-82537(-)	OK
glimmer	Cluster 566	ABGB01000021:32101-33111; NW_003102069.1:32101-33111(+)	OK
glimmer	Cluster 567	ABGB01000199:160-1170; NW_003102247.1:160-1170(+); NW_003102150.1:1402-1890(-)	OK
glimmer	Cluster 568	ABGB01000001:51849-52856; NW_001849444.1:151241-152248(-)	OK
glimmer	Cluster 569	ABGB01000018:c(54677-55684); NW_003102066.1:54677-55684(-)	OK
glimmer	Cluster 570	ABGB01000020:7587-8594; NW_003102068.1:7587-8594(+)	OK
glimmer	Cluster 571	ABGB01000024:c(16083-17087); NW_003102072.1:16083-17087(-)	OK
glimmer	Cluster 572	ABGB01000016:c(21584-22585); NW_003102064.1:21584-22585(-)	OK
glimmer	Cluster 573	ABGB01000052:c(3388-4389); NW_003102100.1:3388-4389(-)	OK
glimmer	Cluster 574	ABGB01000017:c(14625-15623); NW_003102065.1:14625-15623(-)	OK
glimmer	Cluster 575	ABGB01000023:18886-19884; NW_003102071.1:18874-19884(+)	Différent (Différence au début: 18886 vs 18874)
glimmer	Cluster 576	ABGB01000031:17416-18414; NW_003102079.1:17416-18414(+)	OK
glimmer	Cluster 577	ABGB01000003:c(9997-10992); NW_001849445.1:53423-54418(-)	OK
glimmer	Cluster 578	ABGB01000018:59391-60386; NW_003102066.1:59391-60386(+)	OK
glimmer	Cluster 579	ABGB01000035:3438-4433; NW_003102083.1:3438-4433(+)	OK
glimmer	Cluster 580	ABGB01000050:2760-3755; NW_003103553.1:311-826(-); NW_003103305.1:454-720(+); NW_003103275.1:133-1017(+); NW_003103237.1:12-644(-); NW_003102938.1:291-1052(-); NW_003102792.1:23-655(-); NW_003102674.1:216-977(-); NW_003102662.1:250-1011(-); NW_003102651.1:172-687(-); NW_003102612.1:787-1302(-); NW_003102563.1:701-1216(-); NW_003102371.1:29-691(+); NW_003102098.1:2760-3755(+)	OK
glimmer	Cluster 581	ABGB01000003:c(59862-60854); NW_001849445.1:103288-104280(-)	OK
glimmer	Cluster 582	ABGB01000016:c(100635-101627); NW_003102064.1:100635-101627(-)	OK
glimmer	Cluster 583	ABGB01000026:c(19735-20727); NW_003102074.1:19735-20727(-)	OK
glimmer	Cluster 584	ABGB01000014:c(14814-15803); NW_003102062.1:14814-15803(-)	OK
glimmer	Cluster 585	ABGB01000016:44214-45203; NW_003102064.1:44214-45203(+)	OK
glimmer	Cluster 586	ABGB01000019:c(4556-5545); NW_003102067.1:4556-5545(-)	OK
glimmer	Cluster 587	ABGB01000027:c(14503-15492); NW_003102075.1:14503-15492(-)	OK
glimmer	Cluster 588	ABGB01000033:12575-13564; NW_003102081.1:12575-13564(+)	OK
glimmer	Cluster 589	ABGB01000034:c(5718-6707); NW_003102082.1:5718-6707(-)	OK
glimmer	Cluster 590	ABGB01000052:c(1669-2658); NW_003102100.1:1669-2658(-)	OK
glimmer	Cluster 591	ABGB01000001:48094-49080; NW_001849444.1:155017-156003(-)	OK
glimmer	Cluster 592	ABGB01000014:33772-34758; NW_003102062.1:33772-34758(+)	OK
glimmer	Cluster 593	ABGB01000017:c(34621-35607); NW_003102065.1:34621-35607(-)	OK
glimmer	Cluster 594	ABGB01000019:17858-18841; NW_003102067.1:17858-18841(+)	OK
glimmer	Cluster 595	ABGB01000029:24266-25249; NW_003102077.1:24266-25249(+)	OK
glimmer	Cluster 596	ABGB01000034:c(17415-18398); NW_003102082.1:17415-18398(-)	OK
glimmer	Cluster 597	ABGB01000044:c(3466-4449); NW_003102092.1:3466-4449(-)	OK
glimmer	Cluster 598	ABGB01000948:c(30-1013); NW_003103041.1:4-987(-); NW_003102996.1:30-1013(-)	OK
glimmer	Cluster 599	ABGB01000037:15308-16288; NW_003102085.1:15452-16288(+)	Différent (Différence au début: 15308 vs 15452)
glimmer	Cluster 600	ABGB01000003:17484-18461; NW_001849445.1:60910-61887(+)	OK
glimmer	Cluster 601	ABGB01000014:102256-103233; NW_003102062.1:102232-103233(+)	Différent (Différence au début: 102256 vs 102232)
glimmer	Cluster 602	ABGB01000052:c(675-1652); NW_003102100.1:675-1694(-)	Différent (Différence au début: 1652 vs 1694)
glimmer	Cluster 603	ABGB01000114:351-1328; NW_003102344.1:980-1540(-); NW_003102162.1:351-1328(+)	OK
glimmer	Cluster 604	ABGB01000249:c(483-1460); NW_003102297.1:483-1460(-)	OK
glimmer	Cluster 605	ABGB01000002:26963-27937; NW_001849446.1:44867-45841(+)	OK
glimmer	Cluster 606	ABGB01000021:c(2324-3298); NW_003102069.1:2324-3298(-)	OK
glimmer	Cluster 607	ABGB01000015:22536-23507; NW_003102063.1:22536-23507(+)	OK
glimmer	Cluster 608	ABGB01000430:341-1312; NW_003102478.1:251-1312(+)	Différent (Différence au début: 341 vs 251)
glimmer	Cluster 609	ABGB01000002:c(80376-81344); NW_001849446.1:98280-99248(-)	OK
glimmer	Cluster 610	ABGB01000004:c(40304-41272); NW_001849444.1:40297-41265(+)	OK
glimmer	Cluster 611	ABGB01000003:12318-13283; NW_001849445.1:55744-56709(+)	OK
glimmer	Cluster 612	ABGB01000018:45371-46336; NW_003102066.1:45371-46336(+)	OK
glimmer	Cluster 613	ABGB01000024:19516-20481; NW_003102072.1:19474-20481(+)	Différent (Différence au début: 19516 vs 19474)
glimmer	Cluster 614	ABGB01000040:13725-14690; NW_003102088.1:13725-14690(+)	OK
glimmer	Cluster 615	ABGB01000042:8172-9137; NW_003102090.1:8172-9137(+)	OK
glimmer	Cluster 616	ABGB01000022:c(11214-12173); NW_003102070.1:11214-12173(-)	OK
glimmer	Cluster 617	ABGB01000162:109-1068; NW_003102524.1:620-1291(-); NW_003102210.1:109-1068(+)	OK
glimmer	Cluster 618	ABGB01000014:23137-24093; NW_003102062.1:23083-24093(+)	Différent (Différence au début: 23137 vs 23083)
glimmer	Cluster 619	ABGB01000017:c(48290-49246); NW_003102065.1:48290-49357(-)	Différent (Différence au début: 49246 vs 49357)
glimmer	Cluster 620	ABGB01000685:179-1135; NW_003102733.1:179-1135(+)	OK
glimmer	Cluster 621	ABGB01000108:981-1934; NW_003102156.1:981-1934(+)	OK
glimmer	Cluster 622	ABGB01000265:c(217-1170); NW_003102313.1:217-1170(-); NW_003102312.1:857-1642(-)	OK
glimmer	Cluster 623	ABGB01000023:5571-6521; NW_003102071.1:5571-6521(+)	OK
glimmer	Cluster 624	ABGB01000003:c(72075-73022); NW_001849445.1:115501-116448(-); NW_003102145.1:560-964(+)	Différent (Différence au début: 73022 vs 116448) (Différence au début: 73022 vs 116448, Différence au début: 116448 vs 964)
glimmer	Cluster 625	ABGB01000015:56067-57014; NW_003102063.1:56067-57014(+)	OK
glimmer	Cluster 626	ABGB01000019:c(47873-48817); NW_003102067.1:47873-48817(-)	OK
glimmer	Cluster 627	ABGB01000005:c(24199-25140); NW_001849445.1:24199-25140(-)	OK
glimmer	Cluster 628	ABGB01000018:c(46349-47290); NW_003102066.1:46349-47290(-)	OK
glimmer	Cluster 629	ABGB01000004:c(74425-75363); NW_001849444.1:6206-7144(+)	OK
glimmer	Cluster 630	ABGB01000015:c(4072-5010); NW_003102063.1:4072-5010(-)	OK
glimmer	Cluster 631	ABGB01000016:c(2182-3120); NW_003102064.1:2182-3120(-)	OK
glimmer	Cluster 632	ABGB01000019:25281-26219; NW_003102067.1:25281-26219(+)	OK
glimmer	Cluster 633	ABGB01000019:c(50516-51454); NW_003102271.1:156-728(+); NW_003102067.1:50516-51454(-)	OK
glimmer	Cluster 634	ABGB01000014:103260-104195; NW_003102062.1:103260-104195(+)	OK
glimmer	Cluster 635	ABGB01000241:755-1690; NW_003103016.1:483-899(+); NW_003102289.1:755-1690(+); NW_003102262.1:1129-1455(-)	OK
glimmer	Cluster 636	ABGB01000003:c(71031-71963); NW_001849445.1:114457-115389(-)	OK
glimmer	Cluster 637	ABGB01000016:c(109845-110774); NW_003102064.1:109845-110774(-)	OK
glimmer	Cluster 638	ABGB01000021:c(3404-4333); NW_003102069.1:3404-4333(-)	OK
glimmer	Cluster 639	ABGB01000014:20471-21397; NW_003102062.1:20471-21397(+)	OK
glimmer	Cluster 640	ABGB01000019:c(33192-34118); NW_003102067.1:33192-34118(-)	OK
glimmer	Cluster 641	ABGB01000029:c(21574-22497); NW_003102077.1:21574-22518(-)	Différent (Différence au début: 22497 vs 22518)
glimmer	Cluster 642	ABGB01000002:c(17885-18805); NW_001849446.1:35789-36709(-)	OK
glimmer	Cluster 643	ABGB01000004:5703-6620; NW_001849444.1:74949-75908(-)	Différent (Différence au début: 6620 vs 75908)
glimmer	Cluster 644	ABGB01000001:c(14392-15306); NW_001849444.1:188791-189705(+)	OK
glimmer	Cluster 645	ABGB01000016:c(102082-102996); NW_003102064.1:102082-102996(-)	OK
glimmer	Cluster 646	ABGB01000039:c(15961-16875); NW_003102087.1:15961-16875(-)	OK
glimmer	Cluster 647	ABGB01000015:c(18348-19259); NW_003102063.1:18348-19259(-)	OK
glimmer	Cluster 648	ABGB01000018:42392-43303; NW_003102066.1:42392-43303(+)	OK
glimmer	Cluster 649	ABGB01000018:c(56127-57038); NW_003102066.1:56127-57038(-)	OK
glimmer	Cluster 650	ABGB01000041:c(216-1127); NW_003102089.1:216-1127(-)	OK
glimmer	Cluster 651	ABGB01000105:c(1129-2040); NW_003102153.1:1129-2040(-)	OK
glimmer	Cluster 652	ABGB01000014:24144-25052; NW_003102062.1:24144-25052(+)	OK
glimmer	Cluster 653	ABGB01000015:c(67907-68815); NW_003102063.1:67907-68815(-)	OK
glimmer	Cluster 654	ABGB01000014:124298-125200; NW_003102062.1:124298-125200(+)	OK
glimmer	Cluster 655	ABGB01000014:13890-14789; NW_003102062.1:13890-14789(+)	OK
glimmer	Cluster 656	ABGB01000036:3777-4676; NW_003102084.1:3777-4676(+)	OK
glimmer	Cluster 657	ABGB01000041:8687-9586; NW_003102089.1:8687-9586(+)	OK
glimmer	Cluster 658	ABGB01000019:c(861-1757); NW_003102185.1:263-733(+); NW_003102067.1:861-1757(-)	OK
glimmer	Cluster 659	ABGB01000041:c(2440-3336); NW_003102089.1:2440-3336(-)	OK
glimmer	Cluster 660	ABGB01000014:c(106664-107557); NW_003102062.1:106664-107557(-)	OK
glimmer	Cluster 661	ABGB01000307:c(95-988); NW_003102355.1:95-988(-)	OK
glimmer	Cluster 662	ABGB01000005:c(1561-2451); NW_001849445.1:1561-2451(-)	OK
glimmer	Cluster 663	ABGB01000020:c(28912-29802); NW_003102068.1:28912-29802(-)	OK
glimmer	Cluster 664	ABGB01000023:13951-14841; NW_003102071.1:13909-14841(+)	Différent (Différence au début: 13951 vs 13909)
glimmer	Cluster 665	ABGB01000002:78072-78959; NW_001849446.1:95976-96863(+)	OK
glimmer	Cluster 666	ABGB01000003:74685-75572; NW_001849445.1:118111-118998(+)	OK
glimmer	Cluster 667	ABGB01000014:12914-13801; NW_003102062.1:12914-13801(+)	OK
glimmer	Cluster 668	ABGB01000029:c(22518-23405); NW_003102077.1:22518-23108(-)	Différent (Différence au début: 23405 vs 23108)
glimmer	Cluster 669	ABGB01000001:50940-51824; NW_001849444.1:152273-153220(-)	Différent (Différence au début: 51824 vs 153220)
glimmer	Cluster 670	ABGB01000016:c(50049-50933); NW_003102064.1:50049-50933(-)	OK
glimmer	Cluster 671	ABGB01000017:20544-21428; NW_003102065.1:20544-21428(+)	OK
glimmer	Cluster 672	ABGB01000023:13032-13916; NW_003102071.1:13023-13916(+)	Différent (Différence au début: 13032 vs 13023)
glimmer	Cluster 673	ABGB01000166:c(762-1646); NW_003102214.1:762-1721(-)	Différent (Différence au début: 1646 vs 1721)
glimmer	Cluster 674	ABGB01000017:36260-37138; NW_003102065.1:36260-37138(+)	OK
glimmer	Cluster 675	ABGB01000024:25715-26593; NW_003102072.1:25715-26593(+)	OK
glimmer	Cluster 676	ABGB01000001:29913-30788; NW_001849444.1:173309-174184(-)	OK
glimmer	Cluster 677	ABGB01000029:c(12105-12980); NW_003102077.1:12105-12980(-)	OK
glimmer	Cluster 678	ABGB01000004:19046-19918; NW_001849444.1:61651-62523(-)	OK
glimmer	Cluster 679	ABGB01000028:c(3484-4356); NW_003102076.1:3484-4356(-)	OK
glimmer	Cluster 680	ABGB01000038:7155-8027; NW_003102086.1:7155-8027(+)	OK
glimmer	Cluster 681	ABGB01000044:c(2563-3435); NW_003102092.1:2563-3462(-)	Différent (Différence au début: 3435 vs 3462)
glimmer	Cluster 682	ABGB01000003:c(23367-24236); NW_001849445.1:66793-67662(-)	OK
glimmer	Cluster 683	ABGB01000020:c(4144-5013); NW_003102068.1:4144-5013(-)	OK
glimmer	Cluster 684	ABGB01000033:c(4009-4878); NW_003102081.1:4009-4878(-)	OK
glimmer	Cluster 685	ABGB01000036:c(6296-7165); NW_003102084.1:6296-7165(-)	OK
glimmer	Cluster 686	ABGB01000001:71140-72006; NW_001849444.1:132091-132957(-)	OK
glimmer	Cluster 687	ABGB01000024:c(13337-14203); NW_003102072.1:13337-14203(-)	OK
glimmer	Cluster 688	ABGB01000028:c(15112-15978); NW_003102076.1:15112-15978(-)	OK
glimmer	Cluster 689	ABGB01000049:c(1657-2523); NW_003102097.1:1657-2580(-)	Différent (Différence au début: 2523 vs 2580)
glimmer	Cluster 690	ABGB01000129:178-1044; NW_003102177.1:178-1044(+)	OK
glimmer	Cluster 691	ABGB01000001:78269-79132; NW_001849444.1:124965-125870(-)	Différent (Différence au début: 79132 vs 125870)
glimmer	Cluster 692	ABGB01000002:32992-33855; NW_001849446.1:51046-51759(+)	Différent (Différence au début: 32992 vs 51046, Différence à la fin: 33855 vs 51759)
glimmer	Cluster 693	ABGB01000020:c(27615-28478); NW_003102068.1:27615-28478(-)	OK
glimmer	Cluster 694	ABGB01000039:6532-7395; NW_003102087.1:6532-7395(+)	OK
glimmer	Cluster 695	ABGB01000002:c(60600-61460); NW_001849446.1:78504-79376(-)	Différent (Différence au début: 61460 vs 79376)
glimmer	Cluster 696	ABGB01000015:96288-97148; NW_003102063.1:96288-97148(+)	OK
glimmer	Cluster 697	ABGB01000018:c(65725-66585); NW_003102066.1:65725-66585(-)	OK
glimmer	Cluster 698	ABGB01000024:3152-4012; NW_003102072.1:3152-4012(+)	OK
glimmer	Cluster 699	ABGB01000002:59679-60536; NW_001849446.1:77583-78440(+)	OK
glimmer	Cluster 700	ABGB01000005:32637-33494; NW_001849445.1:32637-33494(+)	OK
glimmer	Cluster 701	ABGB01000014:25938-26795; NW_003102062.1:25938-26795(+)	OK
glimmer	Cluster 702	ABGB01000014:c(48483-49340); NW_003102062.1:48483-49340(-)	OK
glimmer	Cluster 703	ABGB01000022:21702-22559; NW_003102070.1:21702-22559(+)	OK
glimmer	Cluster 704	ABGB01000022:32132-32989; NW_003102070.1:32132-32989(+)	OK
glimmer	Cluster 705	ABGB01000040:c(11244-12101); NW_003102088.1:11244-12101(-)	OK
glimmer	Cluster 706	ABGB01000015:27907-28761; NW_003102063.1:27907-28761(+)	OK
glimmer	Cluster 707	ABGB01000027:c(24131-24985); NW_003102075.1:24131-24985(-)	OK
glimmer	Cluster 708	ABGB01000001:67030-67881; NW_001849444.1:136216-137067(-)	OK
glimmer	Cluster 709	ABGB01000002:c(20865-21716); NW_001849446.1:38769-39620(-)	OK
glimmer	Cluster 710	ABGB01000002:35349-36200; NW_001849446.1:53253-54104(+)	OK
glimmer	Cluster 711	ABGB01000027:6050-6901; NW_003102075.1:6050-6901(+)	OK
glimmer	Cluster 712	ABGB01000051:c(4967-5818); NW_003102099.1:4967-5818(-); NW_003102090.1:2546-3397(-)	OK
glimmer	Cluster 713	ABGB01000549:469-1320; NW_003102597.1:424-1320(+)	Différent (Différence au début: 469 vs 424)
glimmer	Cluster 714	ABGB01000001:c(62620-63468); NW_001849444.1:140572-141477(+)	Différent (Différence au début: 62620 vs 140572, Différence à la fin: 63468 vs 141477)
glimmer	Cluster 715	ABGB01000001:c(112712-113560); NW_001849444.1:90537-91385(+)	OK
glimmer	Cluster 716	ABGB01000004:61303-62151; NW_001849444.1:19418-20266(-)	OK
glimmer	Cluster 717	ABGB01000015:8113-8961; NW_003102063.1:8113-8961(+)	OK
glimmer	Cluster 718	ABGB01000017:19627-20475; NW_003102065.1:19627-20475(+)	OK
glimmer	Cluster 719	ABGB01000020:39132-39980; NW_003102068.1:39132-39980(+)	OK
glimmer	Cluster 720	ABGB01000030:c(15042-15890); NW_003102078.1:15042-15890(-)	OK
glimmer	Cluster 721	ABGB01000031:c(5805-6653); NW_003102079.1:5805-6653(-)	OK
glimmer	Cluster 722	ABGB01000002:48201-49046; NW_001849446.1:66144-66950(+)	Différent (Différence au début: 48201 vs 66144, Différence à la fin: 49046 vs 66950)
glimmer	Cluster 723	ABGB01000029:c(14555-15400); NW_003102077.1:14555-15400(-)	OK
glimmer	Cluster 724	ABGB01000030:8523-9368; NW_003102078.1:8523-9368(+)	OK
glimmer	Cluster 725	ABGB01000005:c(12949-13791); NW_001849445.1:12949-13791(-)	OK
glimmer	Cluster 726	ABGB01000014:51443-52285; NW_003102062.1:51443-52285(+)	OK
glimmer	Cluster 727	ABGB01000015:c(73733-74575); NW_003102063.1:73733-74575(-)	OK
glimmer	Cluster 728	ABGB01000016:c(47523-48365); NW_003102064.1:47523-48365(-)	OK
glimmer	Cluster 729	ABGB01000001:c(79258-80094); NW_001849444.1:124003-124839(+); NW_003102068.1:26653-27489(+)	OK
glimmer	Cluster 730	ABGB01000004:57905-58741; NW_001849444.1:22828-23664(-)	OK
glimmer	Cluster 731	ABGB01000014:c(1940-2776); NW_003102062.1:1940-2776(-)	OK
glimmer	Cluster 732	ABGB01000014:c(34797-35633); NW_003102062.1:34797-35633(-)	OK
glimmer	Cluster 733	ABGB01000023:4176-5012; NW_003103729.1:167-643(+); NW_003102071.1:4176-5012(+)	OK
glimmer	Cluster 734	ABGB01000002:66285-67118; NW_001849446.1:84189-85022(+)	OK
glimmer	Cluster 735	ABGB01000026:c(1565-2398); NW_003102074.1:1565-2398(-)	OK
glimmer	Cluster 736	ABGB01000031:13320-14153; NW_003102079.1:13320-14153(+)	OK
glimmer	Cluster 737	ABGB01000001:111226-112056; NW_001849444.1:92041-92871(-)	OK
glimmer	Cluster 738	ABGB01000014:66079-66909; NW_003102062.1:66079-66909(+)	OK
glimmer	Cluster 739	ABGB01000030:c(14050-14880); NW_003102078.1:14050-14880(-)	OK
glimmer	Cluster 740	ABGB01000034:c(1248-2078); NW_003102082.1:1248-2078(-)	OK
glimmer	Cluster 741	ABGB01000457:c(396-1226); NW_003102505.1:396-1226(-)	OK
glimmer	Cluster 742	ABGB01000002:34456-35283; NW_001849446.1:52360-53187(+)	OK
glimmer	Cluster 743	ABGB01000014:126293-127120; NW_003102062.1:126293-127120(+)	OK
glimmer	Cluster 744	ABGB01000022:17787-18614; NW_003102070.1:17787-18614(+)	OK
glimmer	Cluster 745	ABGB01000031:c(8189-9016); NW_003102079.1:8189-9016(-)	OK
glimmer	Cluster 746	ABGB01000003:29562-30386; NW_001849445.1:72988-73812(+)	OK
glimmer	Cluster 747	ABGB01000003:c(56664-57488); NW_001849445.1:100090-100944(-)	Différent (Différence au début: 57488 vs 100944)
glimmer	Cluster 748	ABGB01000005:2540-3364; NW_001849445.1:2501-3364(+)	Différent (Différence au début: 2540 vs 2501)
glimmer	Cluster 749	ABGB01000020:40590-41414; NW_003102068.1:40590-41414(+)	OK
glimmer	Cluster 750	ABGB01000029:c(23416-24240); NW_003102077.1:23416-24240(-)	OK
glimmer	Cluster 751	ABGB01000001:c(714-1535); NW_001849444.1:202562-203383(+)	OK
glimmer	Cluster 752	ABGB01000016:86002-86823; NW_003102064.1:86002-86823(+)	OK
glimmer	Cluster 753	ABGB01000029:c(15643-16464); NW_003102077.1:15643-16464(-)	OK
glimmer	Cluster 754	ABGB01000229:c(262-1083); NW_003103681.1:25-462(-)	Différent (Différence au début: 1083 vs 462)
glimmer	Cluster 755	ABGB01000001:49128-49946; NW_001849444.1:154151-154969(-)	OK
glimmer	Cluster 756	ABGB01000014:c(92271-93089); NW_003102062.1:92271-93089(-)	OK
glimmer	Cluster 757	ABGB01000025:c(17647-18465); NW_003102073.1:17647-18378(-)	Différent (Différence au début: 18465 vs 18378)
glimmer	Cluster 758	ABGB01000001:16532-17347; NW_001849444.1:186750-187565(-)	OK
glimmer	Cluster 759	ABGB01000034:c(14129-14944); NW_003102082.1:14129-14944(-)	OK
glimmer	Cluster 760	ABGB01000042:c(2546-3361); NW_003102099.1:4967-5818(-)	Différent (Différence au début: 3361 vs 5818)
glimmer	Cluster 761	ABGB01001148:205-1020; NW_003103196.1:205-1020(+)	OK
glimmer	Cluster 762	ABGB01000014:99802-100614; NW_003102062.1:99802-100614(+)	OK
glimmer	Cluster 763	ABGB01000024:c(6535-7347); NW_003102072.1:6535-7347(-)	OK
glimmer	Cluster 764	ABGB01000035:c(7696-8508); NW_003102083.1:7696-8508(-)	OK
glimmer	Cluster 765	ABGB01000189:c(310-1122); NW_003102237.1:310-1122(-); NW_003102075.1:26913-27359(-)	OK
glimmer	Cluster 766	ABGB01000016:c(56967-57776); NW_003102064.1:56967-57776(-)	OK
glimmer	Cluster 767	ABGB01000496:298-1107; NW_003102544.1:298-1107(+); NW_003102519.1:76-786(+); NW_003102443.1:892-1197(-)	OK
glimmer	Cluster 768	ABGB01000033:c(8124-8930); NW_003102081.1:8124-8930(-)	OK
glimmer	Cluster 769	ABGB01000016:c(85131-85934); NW_003102064.1:85131-85934(-)	OK
glimmer	Cluster 770	ABGB01000017:c(65779-66582); NW_003102065.1:65779-66582(-)	OK
glimmer	Cluster 771	ABGB01000002:c(49933-50733); NW_001849446.1:67837-68637(-)	OK
glimmer	Cluster 772	ABGB01000017:c(79785-80585); NW_003102065.1:79785-80624(-)	Différent (Différence au début: 80585 vs 80624)
glimmer	Cluster 773	ABGB01000038:15385-16182; NW_003102086.1:15385-16182(+)	OK
glimmer	Cluster 774	ABGB01000002:c(55174-55968); NW_001849446.1:73078-73920(-)	Différent (Différence au début: 55968 vs 73920)
glimmer	Cluster 775	ABGB01000015:76331-77125; NW_003102063.1:76331-77125(+)	OK
glimmer	Cluster 776	ABGB01000017:50303-51097; NW_003102065.1:50303-51097(+)	OK
glimmer	Cluster 777	ABGB01000018:12061-12855; NW_003102066.1:12061-12855(+)	OK
glimmer	Cluster 778	ABGB01000113:c(377-1171); NW_003102161.1:377-1171(-)	OK
glimmer	Cluster 779	ABGB01000375:357-1151; NW_003102423.1:357-1151(+)	OK
glimmer	Cluster 780	ABGB01000802:364-1158; NW_003102851.1:310-618(-)	Différent (Différence au début: 1158 vs 618)
glimmer	Cluster 781	ABGB01000037:8774-9565; NW_003102085.1:8804-9565(+)	Différent (Différence au début: 8774 vs 8804)
glimmer	Cluster 782	ABGB01000969:c(233-1024); NW_003103340.1:261-1052(+); NW_003103017.1:233-1024(-); NW_003103003.1:569-916(-); NW_003102934.1:119-910(-); NW_003102773.1:51-683(+)	OK
glimmer	Cluster 783	ABGB01000016:c(84265-85053); NW_003102064.1:84265-85053(-)	OK
glimmer	Cluster 784	ABGB01000022:c(10417-11205); NW_003102070.1:10417-11205(-)	OK
glimmer	Cluster 785	ABGB01000057:c(3044-3832); NW_003102105.1:3044-3832(-)	OK
glimmer	Cluster 786	ABGB01000001:c(83187-83972); NW_001849444.1:120062-120910(+)	Différent (Différence au début: 83187 vs 120062, Différence à la fin: 83972 vs 120910)
glimmer	Cluster 787	ABGB01000014:104260-105045; NW_003102062.1:104260-105045(+)	OK
glimmer	Cluster 788	ABGB01000016:c(108209-108994); NW_003102064.1:108209-108994(-)	OK
glimmer	Cluster 789	ABGB01000025:c(18545-19330); NW_003102073.1:18545-19330(-)	OK
glimmer	Cluster 790	ABGB01000031:c(10234-11019); NW_003102079.1:10234-11019(-)	OK
glimmer	Cluster 791	ABGB01000115:65-850; NW_003102163.1:65-850(+)	OK
glimmer	Cluster 792	ABGB01000233:659-1444; NW_003103309.1:95-526(+); NW_003102281.1:659-1444(+)	OK
glimmer	Cluster 793	ABGB01000001:c(92494-93276); NW_001849444.1:110821-111603(+)	OK
glimmer	Cluster 794	ABGB01000003:c(43124-43906); NW_001849445.1:86550-87332(-)	OK
glimmer	Cluster 795	ABGB01000014:c(28981-29763); NW_003102062.1:28981-29763(-)	OK
glimmer	Cluster 796	ABGB01000015:c(97235-98017); NW_003102063.1:97235-98017(-)	OK
glimmer	Cluster 797	ABGB01000020:c(29848-30630); NW_003103271.1:590-1078(+); NW_003102068.1:29848-30630(-)	OK
glimmer	Cluster 798	ABGB01000022:20869-21651; NW_003102070.1:20869-21651(+)	OK
glimmer	Cluster 799	ABGB01000023:2070-2852; NW_003102071.1:2070-2852(+)	OK
glimmer	Cluster 800	ABGB01000016:c(95186-95965); NW_003102064.1:95186-95965(-)	OK
glimmer	Cluster 801	ABGB01000018:20826-21605; NW_003102066.1:20910-21605(+)	Différent (Différence au début: 20826 vs 20910)
glimmer	Cluster 802	ABGB01000035:6821-7600; NW_003102083.1:6821-7600(+)	OK
glimmer	Cluster 803	ABGB01000643:244-1023; NW_003102691.1:244-1023(+)	OK
glimmer	Cluster 804	ABGB01000780:c(40-819); NW_003103177.1:116-478(+); NW_003103097.1:633-878(-); NW_003102975.1:447-1001(-); NW_003102828.1:40-819(-); NW_003102784.1:53-526(+); NW_003102310.1:143-778(-)	OK
