Outil	Cluster	Gènes	État AA
glimmer	Cluster 787	AKIJ01000005.1NEMATO:343757-345076; AKIJ01000005.1:343757-345076(+)	OK
glimmer	Cluster 788	AKIJ01000005.1NEMATO:531932-533251; AKIJ01000005.1:531932-533251(+)	OK
glimmer	Cluster 789	AKIJ01000001.1NEMATO:c(79876-81084); AKIJ01000001.1:79876-81084(-)	OK
glimmer	Cluster 790	AKIJ01000003.1NEMATO:623280-624596; AKIJ01000003.1:623280-624596(+)	OK
glimmer	Cluster 791	AKIJ01000004.1NEMATO:c(444269-445585); AKIJ01000004.1:444273-445589(-)	OK
glimmer	Cluster 792	AKIJ01000001.1NEMATO:c(51591-52904); AKIJ01000001.1:51591-52904(-)	OK
glimmer	Cluster 793	AKIJ01000002.1NEMATO:c(339488-340801); AKIJ01000002.1:339488-340801(-)	OK
glimmer	Cluster 794	AKIJ01000002.1NEMATO:c(778299-779612); AKIJ01000002.1:778299-779795(-)	Différent (Différence au début: 779612 vs 779795)
glimmer	Cluster 795	AKIJ01000005.1NEMATO:c(62609-63922); AKIJ01000005.1:62609-63922(-)	OK
glimmer	Cluster 796	AKIJ01000001.1NEMATO:c(8879-10189); AKIJ01000001.1:8879-10189(-)	OK
glimmer	Cluster 797	AKIJ01000002.1NEMATO:c(725734-727044); AKIJ01000002.1:725734-727044(-)	OK
glimmer	Cluster 798	AKIJ01000006.1NEMATO:c(72608-73915); AKIJ01000006.1:72608-73885(-)	Différent (Différence au début: 73915 vs 73885)
glimmer	Cluster 799	AKIJ01000001.1NEMATO:728031-729335; AKIJ01000001.1:728031-729335(+)	OK
glimmer	Cluster 800	AKIJ01000003.1NEMATO:c(526316-527620); AKIJ01000003.1:526316-527620(-)	OK
glimmer	Cluster 801	AKIJ01000004.1NEMATO:c(231384-232688); AKIJ01000004.1:231384-232688(-)	OK
glimmer	Cluster 802	AKIJ01000004.1NEMATO:c(333719-335023); AKIJ01000004.1:333723-335027(-)	OK
glimmer	Cluster 803	AKIJ01000004.1NEMATO:c(756492-757796); AKIJ01000004.1:756496-757800(-)	OK
glimmer	Cluster 804	AKIJ01000001.1NEMATO:98188-99489; AKIJ01000001.1:98188-99489(+)	OK
glimmer	Cluster 805	AKIJ01000001.1NEMATO:c(539813-541114); AKIJ01000001.1:539813-541114(-)	OK
glimmer	Cluster 806	AKIJ01000003.1NEMATO:194096-195397; AKIJ01000003.1:194144-195397(+)	Différent (Différence au début: 194096 vs 194144)
glimmer	Cluster 807	AKIJ01000004.1NEMATO:c(312561-313862); AKIJ01000004.1:312565-313866(-)	OK
glimmer	Cluster 808	AKIJ01000004.1NEMATO:c(700357-701658); AKIJ01000004.1:700361-701662(-)	OK
glimmer	Cluster 809	AKIJ01000002.1NEMATO:c(167316-168614); AKIJ01000002.1:167316-168614(-)	OK
glimmer	Cluster 810	AKIJ01000001.1NEMATO:519336-520631; AKIJ01000001.1:519336-520631(+)	OK
glimmer	Cluster 811	AKIJ01000001.1NEMATO:c(18645-19937); AKIJ01000001.1:18645-19937(-)	OK
glimmer	Cluster 812	AKIJ01000002.1NEMATO:c(10065-11357); AKIJ01000002.1:10065-11357(-)	OK
glimmer	Cluster 813	AKIJ01000003.1NEMATO:c(692339-693631); AKIJ01000003.1:692339-693631(-)	OK
glimmer	Cluster 814	AKIJ01000004.1NEMATO:c(356382-357674); AKIJ01000004.1:356386-357678(-)	OK
glimmer	Cluster 815	AKIJ01000003.1NEMATO:261441-262730; AKIJ01000003.1:261441-262730(+)	OK
glimmer	Cluster 816	AKIJ01000004.1NEMATO:c(364262-365551); AKIJ01000004.1:364266-365666(-)	Différent (Différence au début: 365551 vs 365666)
glimmer	Cluster 817	AKIJ01000005.1NEMATO:c(204368-205657); AKIJ01000005.1:204368-205630(-)	Différent (Différence au début: 205657 vs 205630)
glimmer	Cluster 818	AKIJ01000005.1NEMATO:c(258582-259871); AKIJ01000005.1:258582-259871(-)	OK
glimmer	Cluster 819	AKIJ01000004.1NEMATO:180628-181914; AKIJ01000004.1:180628-181914(+)	OK
glimmer	Cluster 820	AKIJ01000001.1NEMATO:101941-103224; AKIJ01000001.1:101941-103224(+)	OK
glimmer	Cluster 821	AKIJ01000001.1NEMATO:546708-547991; AKIJ01000001.1:546708-547991(+)	OK
glimmer	Cluster 822	AKIJ01000002.1NEMATO:427112-428395; AKIJ01000002.1:427112-428395(+)	OK
glimmer	Cluster 823	AKIJ01000004.1NEMATO:c(110363-111646); AKIJ01000004.1:110363-111646(-)	OK
glimmer	Cluster 824	AKIJ01000004.1NEMATO:129236-130516; AKIJ01000004.1:129239-130516(+)	Différent (Différence au début: 129236 vs 129239)
glimmer	Cluster 825	AKIJ01000001.1NEMATO:868257-869534; AKIJ01000001.1:868257-869534(+)	OK
glimmer	Cluster 826	AKIJ01000004.1NEMATO:c(640699-641976); AKIJ01000004.1:640703-641326(-)	Différent (Différence au début: 641976 vs 641326)
glimmer	Cluster 827	AKIJ01000007.1NEMATO:c(35252-36529); AKIJ01000007.1:35252-36433(-)	Différent (Différence au début: 36529 vs 36433)
glimmer	Cluster 828	AKIJ01000004.1NEMATO:162184-163458; AKIJ01000004.1:162184-163458(+)	OK
glimmer	Cluster 829	AKIJ01000001.1NEMATO:c(777556-778827); AKIJ01000001.1:777556-778821(-)	Différent (Différence au début: 778827 vs 778821)
glimmer	Cluster 830	AKIJ01000001.1NEMATO:901256-902527; AKIJ01000001.1:901376-902527(+)	Différent (Différence au début: 901256 vs 901376)
glimmer	Cluster 831	AKIJ01000002.1NEMATO:545792-547063; AKIJ01000002.1:545792-547063(+)	OK
glimmer	Cluster 832	AKIJ01000003.1NEMATO:c(736695-737966); AKIJ01000003.1:736695-738113(-)	Différent (Différence au début: 737966 vs 738113)
glimmer	Cluster 833	AKIJ01000005.1NEMATO:c(319450-320721); AKIJ01000005.1:319450-320721(-)	OK
glimmer	Cluster 834	AKIJ01000002.1NEMATO:c(180570-181838); AKIJ01000002.1:180570-181784(-)	Différent (Différence au début: 181838 vs 181784)
glimmer	Cluster 835	AKIJ01000003.1NEMATO:c(268643-269911); AKIJ01000003.1:268643-269911(-)	OK
glimmer	Cluster 836	AKIJ01000001.1NEMATO:243062-244327; AKIJ01000001.1:243062-244327(+)	OK
glimmer	Cluster 837	AKIJ01000004.1NEMATO:252009-253274; AKIJ01000004.1:251955-253274(+)	Différent (Différence au début: 252009 vs 251955)
glimmer	Cluster 838	AKIJ01000004.1NEMATO:496588-497853; AKIJ01000004.1:496592-497857(+)	OK
glimmer	Cluster 839	AKIJ01000001.1NEMATO:c(882039-883301); AKIJ01000001.1:882039-883301(-)	OK
glimmer	Cluster 840	AKIJ01000003.1NEMATO:133744-135006; AKIJ01000003.1:133966-135006(+)	Différent (Différence au début: 133744 vs 133966)
glimmer	Cluster 841	AKIJ01000004.1NEMATO:66354-67616; AKIJ01000004.1:66354-67616(+)	OK
glimmer	Cluster 842	AKIJ01000002.1NEMATO:614581-615840; AKIJ01000002.1:614548-615840(+)	Différent (Différence au début: 614581 vs 614548)
glimmer	Cluster 843	AKIJ01000002.1NEMATO:c(711313-712572); AKIJ01000002.1:711313-712572(-)	OK
glimmer	Cluster 844	AKIJ01000003.1NEMATO:32334-33590; AKIJ01000003.1:32538-33590(+)	Différent (Différence au début: 32334 vs 32538)
glimmer	Cluster 845	AKIJ01000003.1NEMATO:175937-177193; AKIJ01000003.1:175874-177193(+)	Différent (Différence au début: 175937 vs 175874)
glimmer	Cluster 846	AKIJ01000004.1NEMATO:c(282804-284060); AKIJ01000004.1:282808-284064(-)	OK
glimmer	Cluster 847	AKIJ01000001.1NEMATO:209855-211108; AKIJ01000001.1:209855-211108(+)	OK
glimmer	Cluster 848	AKIJ01000002.1NEMATO:c(23325-24578); AKIJ01000002.1:23325-24578(-)	OK
glimmer	Cluster 849	AKIJ01000005.1NEMATO:31954-33207; AKIJ01000005.1:31954-33207(+)	OK
glimmer	Cluster 850	AKIJ01000005.1NEMATO:c(545205-546458); AKIJ01000005.1:545205-546458(-)	OK
glimmer	Cluster 851	AKIJ01000005.1NEMATO:c(675105-676358); AKIJ01000005.1:675105-676358(-)	OK
glimmer	Cluster 852	AKIJ01000002.1NEMATO:c(2254-3504); AKIJ01000002.1:2254-3504(-)	OK
glimmer	Cluster 853	AKIJ01000002.1NEMATO:c(283381-284631); AKIJ01000002.1:283381-284631(-)	OK
glimmer	Cluster 854	AKIJ01000004.1NEMATO:c(182691-183941); AKIJ01000004.1:182691-183941(-)	OK
glimmer	Cluster 855	AKIJ01000001.1NEMATO:89214-90461; AKIJ01000001.1:89214-90461(+)	OK
glimmer	Cluster 856	AKIJ01000001.1NEMATO:c(480648-481895); AKIJ01000001.1:480648-481895(-)	OK
glimmer	Cluster 857	AKIJ01000003.1NEMATO:c(277272-278519); AKIJ01000003.1:277272-278519(-)	OK
glimmer	Cluster 858	AKIJ01000004.1NEMATO:227132-228685; AKIJ01000004.1:227132-228685(+)	OK
glimmer	Cluster 859	AKIJ01000004.1NEMATO:c(325024-326271); AKIJ01000004.1:325028-326275(-)	OK
glimmer	Cluster 860	AKIJ01000005.1NEMATO:c(385020-386267); AKIJ01000005.1:385020-385820(-)	Différent (Différence au début: 386267 vs 385820)
glimmer	Cluster 861	AKIJ01000002.1NEMATO:c(227682-228926); AKIJ01000002.1:227682-228926(-)	OK
glimmer	Cluster 862	AKIJ01000003.1NEMATO:629069-630313; AKIJ01000003.1:629069-630313(+)	OK
glimmer	Cluster 863	AKIJ01000004.1NEMATO:232766-234010; AKIJ01000004.1:232766-234010(+)	OK
glimmer	Cluster 864	AKIJ01000001.1NEMATO:c(542224-543465); AKIJ01000001.1:542224-543507(-)	Différent (Différence au début: 543465 vs 543507)
glimmer	Cluster 865	AKIJ01000004.1NEMATO:c(351090-352331); AKIJ01000004.1:351094-352335(-)	OK
glimmer	Cluster 866	AKIJ01000002.1NEMATO:815226-816464; AKIJ01000002.1:815226-816464(+)	OK
glimmer	Cluster 867	AKIJ01000005.1NEMATO:159584-160822; AKIJ01000005.1:159560-160822(+)	Différent (Différence au début: 159584 vs 159560)
glimmer	Cluster 868	AKIJ01000001.1NEMATO:c(643213-644448); AKIJ01000001.1:643213-644448(-)	OK
glimmer	Cluster 869	AKIJ01000001.1NEMATO:c(843556-844791); AKIJ01000001.1:843556-844791(-)	OK
glimmer	Cluster 870	AKIJ01000003.1NEMATO:c(209905-211140); AKIJ01000003.1:209905-211140(-)	OK
glimmer	Cluster 871	AKIJ01000003.1NEMATO:742640-743875; AKIJ01000003.1:742640-743875(+)	OK
glimmer	Cluster 872	AKIJ01000001.1NEMATO:c(599960-601192); AKIJ01000001.1:599960-601192(-)	OK
glimmer	Cluster 873	AKIJ01000002.1NEMATO:c(277036-278268); AKIJ01000002.1:277036-278268(-)	OK
glimmer	Cluster 874	AKIJ01000004.1NEMATO:662408-663640; AKIJ01000004.1:662412-663644(+)	OK
glimmer	Cluster 875	AKIJ01000005.1NEMATO:c(360455-361687); AKIJ01000005.1:360455-361687(-)	OK
glimmer	Cluster 876	AKIJ01000002.1NEMATO:493779-495008; AKIJ01000002.1:493779-495008(+)	OK
glimmer	Cluster 877	AKIJ01000003.1NEMATO:616495-617724; AKIJ01000003.1:616648-617724(+)	Différent (Différence au début: 616495 vs 616648)
glimmer	Cluster 878	AKIJ01000005.1NEMATO:638787-640016; AKIJ01000005.1:638973-640016(+)	Différent (Différence au début: 638787 vs 638973)
glimmer	Cluster 879	AKIJ01000005.1NEMATO:355839-357065; AKIJ01000005.1:355839-357065(+)	OK
glimmer	Cluster 880	AKIJ01000002.1NEMATO:30135-31358; AKIJ01000002.1:30183-31358(+)	Différent (Différence au début: 30135 vs 30183)
glimmer	Cluster 881	AKIJ01000004.1NEMATO:c(71572-72795); AKIJ01000004.1:71572-72831(-)	Différent (Différence au début: 72795 vs 72831)
glimmer	Cluster 882	AKIJ01000006.1NEMATO:68591-69814; AKIJ01000006.1:68591-69814(+)	OK
glimmer	Cluster 883	AKIJ01000008.1NEMATO:4703->5925	Gène non prédit
glimmer	Cluster 884	AKIJ01000005.1NEMATO:347664-348884; AKIJ01000005.1:347664-348884(+)	OK
glimmer	Cluster 885	AKIJ01000001.1NEMATO:812159-813376; AKIJ01000001.1:812582-813376(+)	Différent (Différence au début: 812159 vs 812582)
glimmer	Cluster 886	AKIJ01000003.1NEMATO:c(155990-157207); AKIJ01000003.1:155990-157207(-)	OK
glimmer	Cluster 887	AKIJ01000005.1NEMATO:c(428122-429339); AKIJ01000005.1:428122-429339(-)	OK
glimmer	Cluster 888	AKIJ01000001.1NEMATO:c(271306-272520); AKIJ01000001.1:271306-272520(-)	OK
glimmer	Cluster 889	AKIJ01000001.1NEMATO:906535-907749; AKIJ01000001.1:906469-907749(+)	Différent (Différence au début: 906535 vs 906469)
glimmer	Cluster 890	AKIJ01000001.1NEMATO:202620-203831; AKIJ01000001.1:202665-203831(+)	Différent (Différence au début: 202620 vs 202665)
glimmer	Cluster 891	AKIJ01000001.1NEMATO:c(871512-872723); AKIJ01000001.1:871512-872723(-)	OK
glimmer	Cluster 892	AKIJ01000002.1NEMATO:390366-391577; AKIJ01000002.1:390366-391577(+)	OK
glimmer	Cluster 893	AKIJ01000002.1NEMATO:c(594881-596092); AKIJ01000002.1:594881-596092(-)	OK
glimmer	Cluster 894	AKIJ01000003.1NEMATO:600685-601896; AKIJ01000003.1:600685-601896(+)	OK
glimmer	Cluster 895	AKIJ01000005.1NEMATO:525389-526600; AKIJ01000005.1:525389-526600(+)	OK
glimmer	Cluster 896	AKIJ01000001.1NEMATO:398524-399732; AKIJ01000001.1:398524-399732(+)	OK
glimmer	Cluster 897	AKIJ01000003.1NEMATO:c(471444-472652); AKIJ01000003.1:471444-472712(-)	Différent (Différence au début: 472652 vs 472712)
glimmer	Cluster 898	AKIJ01000004.1NEMATO:c(69646-70854); AKIJ01000004.1:69646-70854(-)	OK
glimmer	Cluster 899	AKIJ01000004.1NEMATO:c(265184-266392); AKIJ01000004.1:265188-266384(-)	Différent (Différence au début: 266392 vs 266384)
glimmer	Cluster 900	AKIJ01000004.1NEMATO:c(595933-597141); AKIJ01000004.1:595937-597205(-)	Différent (Différence au début: 597141 vs 597205)
glimmer	Cluster 901	AKIJ01000002.1NEMATO:c(28766-29971); AKIJ01000002.1:28766-29833(-)	Différent (Différence au début: 29971 vs 29833)
glimmer	Cluster 902	AKIJ01000002.1NEMATO:c(755574-756779); AKIJ01000002.1:755574-756779(-)	OK
glimmer	Cluster 903	AKIJ01000001.1NEMATO:c(733231-734433); AKIJ01000001.1:733231-734433(-)	OK
glimmer	Cluster 904	AKIJ01000002.1NEMATO:642446-643648; AKIJ01000002.1:642446-643648(+)	OK
glimmer	Cluster 905	AKIJ01000002.1NEMATO:824796-825998; AKIJ01000002.1:824772-825998(+)	Différent (Différence au début: 824796 vs 824772)
glimmer	Cluster 906	AKIJ01000003.1NEMATO:485579-486781; AKIJ01000003.1:485579-486781(+)	OK
glimmer	Cluster 907	AKIJ01000003.1NEMATO:c(507688-508890); AKIJ01000003.1:507688-508809(-)	Différent (Différence au début: 508890 vs 508809)
glimmer	Cluster 908	AKIJ01000006.1NEMATO:c(54920-56122); AKIJ01000006.1:54920-56122(-)	OK
glimmer	Cluster 909	AKIJ01000004.1NEMATO:326286-327485; AKIJ01000004.1:326290-327489(+)	OK
glimmer	Cluster 910	AKIJ01000003.1NEMATO:c(281718-282914); AKIJ01000003.1:281718-282914(-)	OK
glimmer	Cluster 911	AKIJ01000005.1NEMATO:c(318099-319295); AKIJ01000005.1:318099-319295(-)	OK
glimmer	Cluster 912	AKIJ01000001.1NEMATO:c(17147-18340); AKIJ01000001.1:17147-18340(-)	OK
glimmer	Cluster 913	AKIJ01000002.1NEMATO:830455-831648; AKIJ01000002.1:830455-831648(+); AKIJ01000004.1:768744-769937(+)	OK
glimmer	Cluster 914	AKIJ01000003.1NEMATO:364839-366032; AKIJ01000003.1:364803-366032(+)	Différent (Différence au début: 364839 vs 364803)
glimmer	Cluster 915	AKIJ01000004.1NEMATO:541514-542707; AKIJ01000004.1:541518-542711(+)	OK
glimmer	Cluster 916	AKIJ01000004.1NEMATO:759398-760591; AKIJ01000004.1:759402-760595(+)	OK
glimmer	Cluster 917	AKIJ01000004.1NEMATO:768740-769933	Gène non prédit
glimmer	Cluster 918	AKIJ01000003.1NEMATO:334599-335789; AKIJ01000003.1:334599-335789(+)	OK
glimmer	Cluster 919	AKIJ01000004.1NEMATO:295119-296309; AKIJ01000004.1:295123-296313(+)	OK
glimmer	Cluster 920	AKIJ01000005.1NEMATO:c(184800-185990); AKIJ01000005.1:184800-185990(-)	OK
glimmer	Cluster 921	AKIJ01000006.1NEMATO:c(41071-42261); AKIJ01000006.1:41071-42261(-)	OK
glimmer	Cluster 922	AKIJ01000002.1NEMATO:c(285910-287097); AKIJ01000002.1:285910-287097(-)	OK
glimmer	Cluster 923	AKIJ01000009.1NEMATO:c(3131-4318); AKIJ01000009.1:3131-4318(-)	OK
glimmer	Cluster 924	AKIJ01000001.1NEMATO:c(685451-686635); AKIJ01000001.1:685451-686635(-)	OK
glimmer	Cluster 925	AKIJ01000002.1NEMATO:82930-84114; AKIJ01000002.1:82930-84114(+)	OK
glimmer	Cluster 926	AKIJ01000002.1NEMATO:182726-183910; AKIJ01000002.1:182726-183910(+)	OK
glimmer	Cluster 927	AKIJ01000005.1NEMATO:c(321504-322688); AKIJ01000005.1:321504-322547(-)	Différent (Différence au début: 322688 vs 322547)
glimmer	Cluster 928	AKIJ01000007.1NEMATO:21834-23018; AKIJ01000007.1:21834-23018(+)	OK
glimmer	Cluster 929	AKIJ01000002.1NEMATO:228963-230144; AKIJ01000002.1:228963-230144(+)	OK
glimmer	Cluster 930	AKIJ01000004.1NEMATO:c(345644-346822); AKIJ01000004.1:345648-346886(-)	Différent (Différence au début: 346822 vs 346886)
glimmer	Cluster 931	AKIJ01000001.1NEMATO:921091-922266; AKIJ01000001.1:921091-922266(+)	OK
glimmer	Cluster 932	AKIJ01000002.1NEMATO:c(54717-55892); AKIJ01000002.1:54717-55892(-)	OK
glimmer	Cluster 933	AKIJ01000003.1NEMATO:c(427988-429163); AKIJ01000003.1:427988-429163(-)	OK
glimmer	Cluster 934	AKIJ01000005.1NEMATO:c(272107-273282); AKIJ01000005.1:272107-273282(-)	OK
glimmer	Cluster 935	AKIJ01000001.1NEMATO:c(87950-89122); AKIJ01000001.1:87950-89122(-)	OK
glimmer	Cluster 936	AKIJ01000001.1NEMATO:c(94821-95990); AKIJ01000001.1:94821-95990(-)	OK
glimmer	Cluster 937	AKIJ01000002.1NEMATO:c(381970-383139); AKIJ01000002.1:381970-383139(-)	OK
glimmer	Cluster 938	AKIJ01000003.1NEMATO:c(275727-276896); AKIJ01000003.1:275727-276998(-)	Différent (Différence au début: 276896 vs 276998)
glimmer	Cluster 939	AKIJ01000004.1NEMATO:480122-481291; AKIJ01000004.1:480126-481295(+)	OK
glimmer	Cluster 940	AKIJ01000005.1NEMATO:37988-39157; AKIJ01000005.1:37988-39157(+)	OK
glimmer	Cluster 941	AKIJ01000001.1NEMATO:34835-36001; AKIJ01000001.1:34835-36001(+)	OK
glimmer	Cluster 942	AKIJ01000001.1NEMATO:c(277687-278853); AKIJ01000001.1:277687-278853(-)	OK
glimmer	Cluster 943	AKIJ01000002.1NEMATO:367839-369002; AKIJ01000002.1:367839-369002(+)	OK
glimmer	Cluster 944	AKIJ01000002.1NEMATO:c(524901-526064); AKIJ01000002.1:524901-526064(-)	OK
glimmer	Cluster 945	AKIJ01000005.1NEMATO:c(95917-97080); AKIJ01000005.1:95917-97080(-)	OK
glimmer	Cluster 946	AKIJ01000001.1NEMATO:611752-612912; AKIJ01000001.1:611752-612912(+)	OK
glimmer	Cluster 947	AKIJ01000004.1NEMATO:391380-392540; AKIJ01000004.1:391384-392544(+)	OK
glimmer	Cluster 948	AKIJ01000001.1NEMATO:720906-722063; AKIJ01000001.1:720852-722063(+)	Différent (Différence au début: 720906 vs 720852)
glimmer	Cluster 949	AKIJ01000002.1NEMATO:c(480516-481673); AKIJ01000002.1:480516-481673(-)	OK
glimmer	Cluster 950	AKIJ01000003.1NEMATO:c(531681-532838); AKIJ01000003.1:531681-532838(-)	OK
glimmer	Cluster 951	AKIJ01000003.1NEMATO:c(796010-797167); AKIJ01000003.1:796010-797167(-)	OK
glimmer	Cluster 952	AKIJ01000003.1NEMATO:c(60221-61375); AKIJ01000003.1:60221-61375(-)	OK
glimmer	Cluster 953	AKIJ01000003.1NEMATO:c(421689-422843); AKIJ01000003.1:421689-422843(-)	OK
glimmer	Cluster 954	AKIJ01000005.1NEMATO:c(632233-633384); AKIJ01000005.1:632233-633315(-)	Différent (Différence au début: 633384 vs 633315)
glimmer	Cluster 955	AKIJ01000001.1NEMATO:c(131214-132362); AKIJ01000001.1:131214-132182(-)	Différent (Différence au début: 132362 vs 132182)
glimmer	Cluster 956	AKIJ01000001.1NEMATO:497541-498689; AKIJ01000001.1:497541-498689(+)	OK
glimmer	Cluster 957	AKIJ01000001.1NEMATO:923229-924377; AKIJ01000001.1:923229-924377(+)	OK
glimmer	Cluster 958	AKIJ01000002.1NEMATO:c(712612-713760); AKIJ01000002.1:712612-713607(-)	Différent (Différence au début: 713760 vs 713607)
glimmer	Cluster 959	AKIJ01000004.1NEMATO:337836-338984; AKIJ01000004.1:337840-338988(+)	OK
glimmer	Cluster 960	AKIJ01000004.1NEMATO:c(417320-418468); AKIJ01000004.1:417324-418472(-)	OK
glimmer	Cluster 961	AKIJ01000007.1NEMATO:38588-39733; AKIJ01000007.1:38687-39733(+)	Différent (Différence au début: 38588 vs 38687)
glimmer	Cluster 962	AKIJ01000002.1NEMATO:21474-22616; AKIJ01000002.1:21918-22616(+)	Différent (Différence au début: 21474 vs 21918)
glimmer	Cluster 963	AKIJ01000004.1NEMATO:367461-368600; AKIJ01000004.1:367465-368604(+)	OK
glimmer	Cluster 964	AKIJ01000005.1NEMATO:223360-224499; AKIJ01000005.1:223360-224499(+)	OK
glimmer	Cluster 965	AKIJ01000001.1NEMATO:561308-562444; AKIJ01000001.1:561329-562444(+)	Différent (Différence au début: 561308 vs 561329)
glimmer	Cluster 966	AKIJ01000005.1NEMATO:238529-239665; AKIJ01000005.1:238529-239665(+)	OK
glimmer	Cluster 967	AKIJ01000001.1NEMATO:299218-300351; AKIJ01000001.1:299218-300351(+)	OK
glimmer	Cluster 968	AKIJ01000002.1NEMATO:c(8173-9306); AKIJ01000002.1:8173-9300(-)	Différent (Différence au début: 9306 vs 9300)
glimmer	Cluster 969	AKIJ01000002.1NEMATO:c(616983-618116); AKIJ01000002.1:616983-618116(-)	OK
glimmer	Cluster 970	AKIJ01000007.1NEMATO:c(37416-38549); AKIJ01000007.1:37416-38549(-)	OK
glimmer	Cluster 971	AKIJ01000003.1NEMATO:513972-515102; AKIJ01000003.1:513972-515102(+)	OK
glimmer	Cluster 972	AKIJ01000003.1NEMATO:c(663785-664915); AKIJ01000003.1:663785-664915(-)	OK
glimmer	Cluster 973	AKIJ01000004.1NEMATO:c(620251-621381); AKIJ01000004.1:620255-621385(-)	OK
glimmer	Cluster 974	AKIJ01000001.1NEMATO:c(258301-259428); AKIJ01000001.1:258301-259428(-)	OK
glimmer	Cluster 975	AKIJ01000002.1NEMATO:c(92324-93451); AKIJ01000002.1:92324-93208(-)	Différent (Différence au début: 93451 vs 93208)
glimmer	Cluster 976	AKIJ01000003.1NEMATO:c(561500-562627); AKIJ01000003.1:561500-562627(-)	OK
glimmer	Cluster 977	AKIJ01000004.1NEMATO:c(440902-442029); AKIJ01000004.1:440906-442033(-)	OK
glimmer	Cluster 978	AKIJ01000005.1NEMATO:c(164878-166005); AKIJ01000005.1:164878-165762(-)	Différent (Différence au début: 166005 vs 165762)
glimmer	Cluster 979	AKIJ01000003.1NEMATO:c(297035-298159); AKIJ01000003.1:297035-298159(-)	OK
glimmer	Cluster 980	AKIJ01000005.1NEMATO:233118-234242; AKIJ01000005.1:233118-234242(+)	OK
glimmer	Cluster 981	AKIJ01000005.1NEMATO:c(547146-548270); AKIJ01000005.1:547146-548270(-)	OK
glimmer	Cluster 982	AKIJ01000005.1NEMATO:c(572979-574103); AKIJ01000005.1:572979-574103(-)	OK
glimmer	Cluster 983	AKIJ01000001.1NEMATO:638099-639220; AKIJ01000001.1:638099-639220(+)	OK
glimmer	Cluster 984	AKIJ01000001.1NEMATO:669237-670358; AKIJ01000001.1:669237-670358(+)	OK
glimmer	Cluster 985	AKIJ01000002.1NEMATO:853783-854904; AKIJ01000002.1:853861-854904(+)	Différent (Différence au début: 853783 vs 853861)
glimmer	Cluster 986	AKIJ01000005.1NEMATO:408092-409213; AKIJ01000005.1:408092-409213(+)	OK
glimmer	Cluster 987	AKIJ01000006.1NEMATO:c(66095-67216); AKIJ01000006.1:66095-67216(-)	OK
glimmer	Cluster 988	AKIJ01000001.1NEMATO:321326-322444; AKIJ01000001.1:321326-322444(+)	OK
glimmer	Cluster 989	AKIJ01000001.1NEMATO:350078-351196; AKIJ01000001.1:350078-351196(+)	OK
glimmer	Cluster 990	AKIJ01000002.1NEMATO:c(293187-294305); AKIJ01000002.1:293187-294305(-)	OK
glimmer	Cluster 991	AKIJ01000003.1NEMATO:c(217172-218290); AKIJ01000003.1:217172-218290(-)	OK
glimmer	Cluster 992	AKIJ01000003.1NEMATO:c(283038-284156); AKIJ01000003.1:283038-284156(-)	OK
glimmer	Cluster 993	AKIJ01000004.1NEMATO:571872-572990; AKIJ01000004.1:571876-572994(+)	OK
glimmer	Cluster 994	AKIJ01000005.1NEMATO:c(235898-237016); AKIJ01000005.1:235898-236779(-)	Différent (Différence au début: 237016 vs 236779)
glimmer	Cluster 995	AKIJ01000001.1NEMATO:478784-479899; AKIJ01000001.1:478784-479899(+)	OK
glimmer	Cluster 996	AKIJ01000004.1NEMATO:115511-116626; AKIJ01000004.1:115511-116626(+)	OK
glimmer	Cluster 997	AKIJ01000001.1NEMATO:c(200384-201496); AKIJ01000001.1:200384-201604(-)	Différent (Différence au début: 201496 vs 201604)
glimmer	Cluster 998	AKIJ01000002.1NEMATO:c(175359-176471); AKIJ01000002.1:175359-176471(-)	OK
glimmer	Cluster 999	AKIJ01000003.1NEMATO:c(7347-8459); AKIJ01000003.1:7347-8459(-)	OK
glimmer	Cluster 1000	AKIJ01000004.1NEMATO:c(41049-42161); AKIJ01000004.1:41049-42161(-)	OK
glimmer	Cluster 1001	AKIJ01000002.1NEMATO:c(526087-527196); AKIJ01000002.1:526087-527034(-)	Différent (Différence au début: 527196 vs 527034)
glimmer	Cluster 1002	AKIJ01000004.1NEMATO:c(559968-561077); AKIJ01000004.1:559972-561081(-)	OK
glimmer	Cluster 1003	AKIJ01000002.1NEMATO:813642-814748; AKIJ01000002.1:813642-814748(+)	OK
glimmer	Cluster 1004	AKIJ01000004.1NEMATO:308072-309178; AKIJ01000004.1:308076-309182(+)	OK
glimmer	Cluster 1005	AKIJ01000004.1NEMATO:389620-390726; AKIJ01000004.1:389624-390730(+)	OK
glimmer	Cluster 1006	AKIJ01000006.1NEMATO:c(47843-48949); AKIJ01000006.1:47843-48886(-)	Différent (Différence au début: 48949 vs 48886)
glimmer	Cluster 1007	AKIJ01000001.1NEMATO:532738-533841; AKIJ01000001.1:532738-533841(+)	OK
glimmer	Cluster 1008	AKIJ01000001.1NEMATO:645248-646348; AKIJ01000001.1:645248-646348(+)	OK
glimmer	Cluster 1009	AKIJ01000001.1NEMATO:c(852536-853636); AKIJ01000001.1:852536-853621(-)	Différent (Différence au début: 853636 vs 853621)
glimmer	Cluster 1010	AKIJ01000004.1NEMATO:83237-84337; AKIJ01000004.1:83237-84337(+)	OK
